,country,year,life expectancy,continent,fertility,total_population
0,Afghanistan,1950,26.85,Asia,7.67,7752118.0
1,Afghanistan,1951,27.13,Asia,7.67,7839426.0
2,Afghanistan,1952,27.67,Asia,7.67,7934798.0
3,Afghanistan,1953,28.19,Asia,7.67,8038312.0
4,Afghanistan,1954,28.73,Asia,7.67,8150037.0
5,Afghanistan,1955,29.27,Asia,7.67,8270024.0
6,Afghanistan,1956,29.8,Asia,7.67,8398309.0
7,Afghanistan,1957,30.34,Asia,7.67,8534913.0
8,Afghanistan,1958,30.86,Asia,7.67,8679848.0
9,Afghanistan,1959,31.4,Asia,7.67,8833127.0
10,Afghanistan,1960,31.94,Asia,7.67,8994793.0
11,Afghanistan,1961,32.47,Asia,7.67,9164945.0
12,Afghanistan,1962,33.01,Asia,7.67,9343772.0
13,Afghanistan,1963,33.53,Asia,7.67,9531555.0
14,Afghanistan,1964,34.07,Asia,7.67,9728645.0
15,Afghanistan,1965,34.6,Asia,7.67,9935358.0
16,Afghanistan,1966,35.13,Asia,7.67,10148841.0
17,Afghanistan,1967,35.66,Asia,7.67,10368600.0
18,Afghanistan,1968,36.17,Asia,7.67,10599790.0
19,Afghanistan,1969,36.69,Asia,7.67,10849510.0
20,Afghanistan,1970,37.2,Asia,7.67,11121097.0
21,Afghanistan,1971,37.7,Asia,7.67,11412821.0
22,Afghanistan,1972,38.19,Asia,7.67,11716896.0
23,Afghanistan,1973,38.67,Asia,7.67,12022514.0
24,Afghanistan,1974,39.14,Asia,7.67,12315553.0
25,Afghanistan,1975,39.61,Asia,7.67,12582954.0
26,Afghanistan,1976,40.07,Asia,7.67,12831361.0
27,Afghanistan,1977,40.53,Asia,7.67,13056499.0
28,Afghanistan,1978,40.98,Asia,7.67,13222547.0
29,Afghanistan,1979,41.46,Asia,7.67,13283279.0
30,Afghanistan,1980,41.96,Asia,7.67,13211412.0
31,Afghanistan,1981,42.51,Asia,7.67,12996923.0
32,Afghanistan,1982,43.11,Asia,7.67,12667001.0
33,Afghanistan,1983,43.75,Asia,7.67,12279095.0
34,Afghanistan,1984,44.45,Asia,7.68,11912510.0
35,Afghanistan,1985,45.21,Asia,7.68,11630498.0
36,Afghanistan,1986,46.02,Asia,7.68,11438949.0
37,Afghanistan,1987,46.87,Asia,7.68,11337932.0
38,Afghanistan,1988,47.74,Asia,7.68,11375768.0
39,Afghanistan,1989,48.62,Asia,7.68,11608351.0
40,Afghanistan,1990,49.5,Asia,7.69,12067570.0
41,Afghanistan,1991,49.3,Asia,7.7,12789374.0
42,Afghanistan,1992,49.4,Asia,7.73,13745630.0
43,Afghanistan,1993,49.5,Asia,7.76,14824371.0
44,Afghanistan,1994,48.9,Asia,7.8,15869967.0
45,Afghanistan,1995,49.4,Asia,7.83,16772522.0
46,Afghanistan,1996,49.7,Asia,7.86,17481800.0
47,Afghanistan,1997,49.5,Asia,7.87,18034130.0
48,Afghanistan,1998,48.6,Asia,7.85,18511480.0
49,Afghanistan,1999,50.0,Asia,7.81,19038420.0
50,Afghanistan,2000,50.1,Asia,7.73,19701940.0
51,Afghanistan,2001,50.4,Asia,7.62,20531160.0
52,Afghanistan,2002,51.0,Asia,7.48,21487079.0
53,Afghanistan,2003,51.4,Asia,7.32,22507368.0
54,Afghanistan,2004,51.8,Asia,7.14,23499850.0
55,Afghanistan,2005,52.0,Asia,6.93,24399948.0
56,Afghanistan,2006,52.1,Asia,6.7,25183615.0
57,Afghanistan,2007,52.4,Asia,6.46,25877544.0
58,Afghanistan,2008,52.8,Asia,6.2,26528741.0
59,Afghanistan,2009,53.3,Asia,5.93,27207291.0
60,Afghanistan,2010,53.6,Asia,5.66,27962207.0
61,Afghanistan,2011,54.0,Asia,5.4,28809167.0
62,Afghanistan,2012,54.4,Asia,5.14,29726803.0
63,Afghanistan,2013,54.8,Asia,4.9,30682500.0
64,Afghanistan,2014,54.9,Asia,4.68,31627506.0
65,Afghanistan,2015,53.8,Asia,4.47,32526562.0
66,Albania,1950,54.48,Europe,5.8,1263171.0
67,Albania,1951,54.72,Europe,5.9,1287499.0
68,Albania,1952,55.23,Europe,6.07,1316086.0
69,Albania,1953,55.85,Europe,6.21,1348097.0
70,Albania,1954,56.59,Europe,6.31,1382881.0
71,Albania,1955,57.45,Europe,6.37,1419969.0
72,Albania,1956,58.42,Europe,6.4,1459089.0
73,Albania,1957,59.48,Europe,6.39,1500152.0
74,Albania,1958,60.6,Europe,6.35,1543224.0
75,Albania,1959,61.75,Europe,6.28,1588478.0
76,Albania,1960,62.87,Europe,6.19,1636054.0
77,Albania,1961,63.92,Europe,6.08,1685901.0
78,Albania,1962,64.84,Europe,5.96,1737645.0
79,Albania,1963,65.6,Europe,5.83,1790533.0
80,Albania,1964,66.18,Europe,5.71,1843596.0
81,Albania,1965,66.59,Europe,5.59,1896125.0
82,Albania,1966,66.88,Europe,5.48,1947786.0
83,Albania,1967,67.11,Europe,5.38,1998695.0
84,Albania,1968,67.32,Europe,5.27,2049147.0
85,Albania,1969,67.55,Europe,5.16,2099657.0
86,Albania,1970,67.83,Europe,5.05,2150602.0
87,Albania,1971,68.16,Europe,4.93,2202040.0
88,Albania,1972,68.53,Europe,4.81,2253842.0
89,Albania,1973,68.93,Europe,4.68,2305999.0
90,Albania,1974,69.35,Europe,4.54,2358467.0
91,Albania,1975,69.77,Europe,4.39,2411229.0
92,Albania,1976,70.17,Europe,4.24,2464338.0
93,Albania,1977,70.54,Europe,4.09,2517869.0
94,Albania,1978,70.86,Europe,3.95,2571845.0
95,Albania,1979,71.14,Europe,3.81,2626290.0
96,Albania,1980,71.39,Europe,3.68,2681245.0
97,Albania,1981,71.63,Europe,3.56,2735329.0
98,Albania,1982,71.88,Europe,3.46,2788315.0
99,Albania,1983,72.15,Europe,3.37,2842620.0
100,Albania,1984,72.42,Europe,3.3,2901590.0
101,Albania,1985,72.71,Europe,3.23,2966799.0
102,Albania,1986,72.96,Europe,3.18,3041003.0
103,Albania,1987,73.14,Europe,3.13,3121336.0
104,Albania,1988,73.25,Europe,3.08,3197064.0
105,Albania,1989,73.3,Europe,3.02,3253659.0
106,Albania,1990,73.3,Europe,2.97,3281453.0
107,Albania,1991,73.4,Europe,2.92,3275438.0
108,Albania,1992,73.6,Europe,2.87,3240613.0
109,Albania,1993,73.6,Europe,2.82,3189623.0
110,Albania,1994,73.6,Europe,2.77,3140634.0
111,Albania,1995,73.7,Europe,2.72,3106727.0
112,Albania,1996,73.8,Europe,2.67,3092034.0
113,Albania,1997,74.1,Europe,2.61,3092471.0
114,Albania,1998,74.2,Europe,2.54,3102898.0
115,Albania,1999,74.2,Europe,2.47,3114851.0
116,Albania,2000,74.7,Europe,2.38,3121965.0
117,Albania,2001,75.1,Europe,2.29,3124093.0
118,Albania,2002,75.5,Europe,2.2,3123112.0
119,Albania,2003,75.7,Europe,2.1,3117045.0
120,Albania,2004,75.9,Europe,2.0,3103758.0
121,Albania,2005,76.2,Europe,1.92,3082172.0
122,Albania,2006,76.4,Europe,1.85,3050741.0
123,Albania,2007,76.6,Europe,1.8,3010849.0
124,Albania,2008,76.8,Europe,1.76,2968026.0
125,Albania,2009,77.0,Europe,1.74,2929886.0
126,Albania,2010,77.2,Europe,1.74,2901883.0
127,Albania,2011,77.4,Europe,1.75,2886010.0
128,Albania,2012,77.5,Europe,1.76,2880667.0
129,Albania,2013,77.7,Europe,1.77,2883281.0
130,Albania,2014,77.9,Europe,1.78,2889676.0
131,Albania,2015,78.0,Europe,1.78,2896679.0
132,Algeria,1950,42.77,Africa,7.65,8872247.0
133,Algeria,1951,43.03,Africa,7.65,9039913.0
134,Algeria,1952,43.5,Africa,7.65,9216395.0
135,Algeria,1953,43.96,Africa,7.65,9405445.0
136,Algeria,1954,44.44,Africa,7.65,9609507.0
137,Algeria,1955,44.93,Africa,7.65,9829717.0
138,Algeria,1956,45.44,Africa,7.65,10065829.0
139,Algeria,1957,45.94,Africa,7.65,10316288.0
140,Algeria,1958,46.45,Africa,7.65,10578453.0
141,Algeria,1959,46.97,Africa,7.65,10848971.0
142,Algeria,1960,47.5,Africa,7.65,11124892.0
143,Algeria,1961,48.02,Africa,7.65,11404859.0
144,Algeria,1962,48.55,Africa,7.65,11690152.0
145,Algeria,1963,49.07,Africa,7.65,11985130.0
146,Algeria,1964,49.58,Africa,7.65,12295973.0
147,Algeria,1965,50.09,Africa,7.66,12626953.0
148,Algeria,1966,50.58,Africa,7.66,12980269.0
149,Algeria,1967,51.05,Africa,7.66,13354197.0
150,Algeria,1968,51.49,Africa,7.66,13744383.0
151,Algeria,1969,51.95,Africa,7.65,14144437.0
152,Algeria,1970,52.41,Africa,7.64,14550033.0
153,Algeria,1971,52.88,Africa,7.62,14960111.0
154,Algeria,1972,53.38,Africa,7.59,15377095.0
155,Algeria,1973,53.91,Africa,7.55,15804428.0
156,Algeria,1974,54.52,Africa,7.49,16247113.0
157,Algeria,1975,55.24,Africa,7.42,16709098.0
158,Algeria,1976,56.11,Africa,7.34,17190236.0
159,Algeria,1977,57.13,Africa,7.24,17690184.0
160,Algeria,1978,58.28,Africa,7.14,18212331.0
161,Algeria,1979,59.56,Africa,7.02,18760761.0
162,Algeria,1980,60.92,Africa,6.89,19337723.0
163,Algeria,1981,62.31,Africa,6.74,19943667.0
164,Algeria,1982,63.69,Africa,6.58,20575701.0
165,Algeria,1983,64.97,Africa,6.39,21228288.0
166,Algeria,1984,66.15,Africa,6.19,21893857.0
167,Algeria,1985,67.18,Africa,5.98,22565908.0
168,Algeria,1986,68.04,Africa,5.75,23241276.0
169,Algeria,1987,68.75,Africa,5.51,23917889.0
170,Algeria,1988,69.33,Africa,5.26,24591493.0
171,Algeria,1989,69.81,Africa,5.01,25257671.0
172,Algeria,1990,70.2,Africa,4.76,25912364.0
173,Algeria,1991,70.5,Africa,4.5,26554277.0
174,Algeria,1992,70.9,Africa,4.24,27180921.0
175,Algeria,1993,71.2,Africa,3.97,27785977.0
176,Algeria,1994,71.4,Africa,3.71,28362015.0
177,Algeria,1995,71.6,Africa,3.45,28904300.0
178,Algeria,1996,72.1,Africa,3.21,29411839.0
179,Algeria,1997,72.4,Africa,2.99,29887717.0
180,Algeria,1998,72.6,Africa,2.79,30336880.0
181,Algeria,1999,73.0,Africa,2.63,30766551.0
182,Algeria,2000,73.3,Africa,2.51,31183658.0
183,Algeria,2001,73.5,Africa,2.44,31590320.0
184,Algeria,2002,73.8,Africa,2.41,31990387.0
185,Algeria,2003,73.9,Africa,2.41,32394886.0
186,Algeria,2004,74.4,Africa,2.45,32817225.0
187,Algeria,2005,74.8,Africa,2.51,33267887.0
188,Algeria,2006,75.0,Africa,2.58,33749328.0
189,Algeria,2007,75.3,Africa,2.66,34261971.0
190,Algeria,2008,75.5,Africa,2.73,34811059.0
191,Algeria,2009,75.7,Africa,2.78,35401790.0
192,Algeria,2010,76.0,Africa,2.82,36036159.0
193,Algeria,2011,76.1,Africa,2.83,36717132.0
194,Algeria,2012,76.2,Africa,2.82,37439427.0
195,Algeria,2013,76.3,Africa,2.8,38186135.0
196,Algeria,2014,76.3,Africa,2.76,38934334.0
197,Algeria,2015,76.4,Africa,2.71,39666519.0
198,Angola,1950,30.7,Africa,6.93,4354882.0
199,Angola,1951,31.05,Africa,6.94,4439705.0
200,Angola,1952,31.59,Africa,6.98,4529381.0
201,Angola,1953,32.14,Africa,7.02,4621691.0
202,Angola,1954,32.69,Africa,7.06,4714970.0
203,Angola,1955,33.24,Africa,7.1,4808114.0
204,Angola,1956,33.78,Africa,7.14,4900594.0
205,Angola,1957,34.33,Africa,7.19,4992439.0
206,Angola,1958,34.88,Africa,7.23,5084166.0
207,Angola,1959,35.43,Africa,7.28,5176662.0
208,Angola,1960,35.98,Africa,7.32,5270844.0
209,Angola,1961,36.53,Africa,7.35,5367287.0
210,Angola,1962,37.08,Africa,7.39,5465905.0
211,Angola,1963,37.63,Africa,7.41,5565808.0
212,Angola,1964,38.18,Africa,7.43,5665701.0
213,Angola,1965,38.74,Africa,7.43,5765025.0
214,Angola,1966,39.28,Africa,7.42,5863568.0
215,Angola,1967,39.84,Africa,7.4,5962831.0
216,Angola,1968,40.39,Africa,7.38,6066094.0
217,Angola,1969,40.95,Africa,7.34,6177703.0
218,Angola,1970,41.5,Africa,7.3,6300969.0
219,Angola,1971,42.06,Africa,7.26,6437645.0
220,Angola,1972,42.62,Africa,7.23,6587647.0
221,Angola,1973,43.17,Africa,7.21,6750215.0
222,Angola,1974,43.71,Africa,7.19,6923749.0
223,Angola,1975,44.22,Africa,7.19,7107334.0
224,Angola,1976,44.68,Africa,7.19,7299508.0
225,Angola,1977,45.12,Africa,7.19,7501320.0
226,Angola,1978,45.5,Africa,7.19,7717139.0
227,Angola,1979,45.84,Africa,7.2,7952882.0
228,Angola,1980,46.14,Africa,7.2,8211950.0
229,Angola,1981,46.42,Africa,7.2,8497950.0
230,Angola,1982,46.69,Africa,7.2,8807511.0
231,Angola,1983,46.96,Africa,7.21,9128655.0
232,Angola,1984,47.23,Africa,7.21,9444918.0
233,Angola,1985,47.5,Africa,7.21,9745209.0
234,Angola,1986,47.75,Africa,7.21,10023700.0
235,Angola,1987,47.99,Africa,7.2,10285712.0
236,Angola,1988,48.2,Africa,7.19,10544904.0
237,Angola,1989,48.4,Africa,7.18,10820992.0
238,Angola,1990,48.6,Africa,7.17,11127870.0
239,Angola,1991,49.3,Africa,7.14,11472173.0
240,Angola,1992,49.6,Africa,7.12,11848971.0
241,Angola,1993,48.4,Africa,7.09,12246786.0
242,Angola,1994,50.0,Africa,7.05,12648483.0
243,Angola,1995,50.9,Africa,7.02,13042666.0
244,Angola,1996,51.3,Africa,6.98,13424813.0
245,Angola,1997,51.7,Africa,6.95,13801868.0
246,Angola,1998,51.8,Africa,6.91,14187710.0
247,Angola,1999,51.8,Africa,6.88,14601983.0
248,Angola,2000,52.3,Africa,6.84,15058638.0
249,Angola,2001,52.5,Africa,6.81,15562791.0
250,Angola,2002,53.3,Africa,6.78,16109696.0
251,Angola,2003,53.9,Africa,6.74,16691395.0
252,Angola,2004,54.5,Africa,6.7,17295500.0
253,Angola,2005,55.2,Africa,6.66,17912942.0
254,Angola,2006,55.7,Africa,6.6,18541467.0
255,Angola,2007,56.2,Africa,6.52,19183907.0
256,Angola,2008,56.7,Africa,6.43,19842251.0
257,Angola,2009,57.1,Africa,6.33,20520103.0
258,Angola,2010,57.6,Africa,6.22,21219954.0
259,Angola,2011,58.1,Africa,6.1,21942296.0
260,Angola,2012,58.5,Africa,5.98,22685632.0
261,Angola,2013,58.8,Africa,5.86,23448202.0
262,Angola,2014,59.2,Africa,5.75,24227524.0
263,Angola,2015,59.6,Africa,5.65,25021974.0
264,Antigua and Barbuda,1950,57.97,North America,4.45,46301.0
265,Antigua and Barbuda,1951,58.26,North America,4.46,48306.0
266,Antigua and Barbuda,1952,58.8,North America,4.5,49887.0
267,Antigua and Barbuda,1953,59.34,North America,4.52,51092.0
268,Antigua and Barbuda,1954,59.87,North America,4.53,51979.0
269,Antigua and Barbuda,1955,60.41,North America,4.53,52611.0
270,Antigua and Barbuda,1956,60.93,North America,4.53,53062.0
271,Antigua and Barbuda,1957,61.45,North America,4.51,53411.0
272,Antigua and Barbuda,1958,61.97,North America,4.49,53744.0
273,Antigua and Barbuda,1959,62.48,North America,4.46,54143.0
274,Antigua and Barbuda,1960,62.97,North America,4.43,54681.0
275,Antigua and Barbuda,1961,63.46,North America,4.39,55403.0
276,Antigua and Barbuda,1962,63.93,North America,4.34,56311.0
277,Antigua and Barbuda,1963,64.38,North America,4.3,57368.0
278,Antigua and Barbuda,1964,64.81,North America,4.25,58500.0
279,Antigua and Barbuda,1965,65.23,North America,4.19,59653.0
280,Antigua and Barbuda,1966,65.63,North America,4.13,60818.0
281,Antigua and Barbuda,1967,66.03,North America,4.04,62002.0
282,Antigua and Barbuda,1968,66.41,North America,3.94,63176.0
283,Antigua and Barbuda,1969,66.81,North America,3.82,64307.0
284,Antigua and Barbuda,1970,67.19,North America,3.68,65369.0
285,Antigua and Barbuda,1971,67.56,North America,3.52,66338.0
286,Antigua and Barbuda,1972,67.94,North America,3.33,67205.0
287,Antigua and Barbuda,1973,68.3,North America,3.12,67972.0
288,Antigua and Barbuda,1974,68.64,North America,2.91,68655.0
289,Antigua and Barbuda,1975,68.99,North America,2.7,69253.0
290,Antigua and Barbuda,1976,69.32,North America,2.51,69782.0
291,Antigua and Barbuda,1977,69.64,North America,2.36,70223.0
292,Antigua and Barbuda,1978,69.96,North America,2.24,70508.0
293,Antigua and Barbuda,1979,70.28,North America,2.16,70553.0
294,Antigua and Barbuda,1980,70.59,North America,2.12,70301.0
295,Antigua and Barbuda,1981,70.9,North America,2.1,69750.0
296,Antigua and Barbuda,1982,71.22,North America,2.1,68950.0
297,Antigua and Barbuda,1983,71.52,North America,2.1,67958.0
298,Antigua and Barbuda,1984,71.82,North America,2.1,66863.0
299,Antigua and Barbuda,1985,72.13,North America,2.09,65744.0
300,Antigua and Barbuda,1986,72.42,North America,2.08,64605.0
301,Antigua and Barbuda,1987,72.7,North America,2.07,63484.0
302,Antigua and Barbuda,1988,72.97,North America,2.06,62538.0
303,Antigua and Barbuda,1989,73.24,North America,2.06,61967.0
304,Antigua and Barbuda,1990,73.5,North America,2.06,61906.0
305,Antigua and Barbuda,1991,73.6,North America,2.07,62412.0
306,Antigua and Barbuda,1992,73.5,North America,2.1,63434.0
307,Antigua and Barbuda,1993,73.4,North America,2.13,64868.0
308,Antigua and Barbuda,1994,73.4,North America,2.17,66550.0
309,Antigua and Barbuda,1995,73.5,North America,2.21,68349.0
310,Antigua and Barbuda,1996,73.5,North America,2.25,70245.0
311,Antigua and Barbuda,1997,73.9,North America,2.28,72232.0
312,Antigua and Barbuda,1998,74.1,North America,2.3,74206.0
313,Antigua and Barbuda,1999,74.0,North America,2.32,76041.0
314,Antigua and Barbuda,2000,73.8,North America,2.32,77648.0
315,Antigua and Barbuda,2001,74.1,North America,2.31,78972.0
316,Antigua and Barbuda,2002,74.3,North America,2.29,80030.0
317,Antigua and Barbuda,2003,74.5,North America,2.27,80904.0
318,Antigua and Barbuda,2004,74.6,North America,2.25,81718.0
319,Antigua and Barbuda,2005,74.9,North America,2.22,82565.0
320,Antigua and Barbuda,2006,74.9,North America,2.2,83467.0
321,Antigua and Barbuda,2007,75.3,North America,2.18,84397.0
322,Antigua and Barbuda,2008,75.5,North America,2.16,85350.0
323,Antigua and Barbuda,2009,75.7,North America,2.15,86300.0
324,Antigua and Barbuda,2010,75.8,North America,2.13,87233.0
325,Antigua and Barbuda,2011,75.9,North America,2.12,88152.0
326,Antigua and Barbuda,2012,76.1,North America,2.1,89069.0
327,Antigua and Barbuda,2013,76.2,North America,2.09,89985.0
328,Antigua and Barbuda,2014,76.3,North America,2.08,90900.0
329,Antigua and Barbuda,2015,76.4,North America,2.06,91818.0
330,Argentina,1950,61.61,South America,3.16,17150335.0
331,Argentina,1951,61.93,South America,3.16,17507132.0
332,Argentina,1952,62.54,South America,3.16,17866097.0
333,Argentina,1953,63.1,South America,3.15,18224150.0
334,Argentina,1954,63.59,South America,3.15,18579041.0
335,Argentina,1955,64.03,South America,3.14,18929350.0
336,Argentina,1956,64.41,South America,3.14,19274526.0
337,Argentina,1957,64.73,South America,3.13,19614848.0
338,Argentina,1958,65.0,South America,3.12,19951326.0
339,Argentina,1959,65.22,South America,3.12,20285530.0
340,Argentina,1960,65.39,South America,3.11,20619075.0
341,Argentina,1961,65.53,South America,3.1,20953079.0
342,Argentina,1962,65.64,South America,3.09,21287682.0
343,Argentina,1963,65.74,South America,3.08,21621845.0
344,Argentina,1964,65.84,South America,3.07,21953926.0
345,Argentina,1965,65.95,South America,3.06,22283389.0
346,Argentina,1966,66.08,South America,3.05,22608747.0
347,Argentina,1967,66.26,South America,3.05,22932201.0
348,Argentina,1968,66.47,South America,3.05,23261273.0
349,Argentina,1969,66.72,South America,3.06,23605992.0
350,Argentina,1970,67.01,South America,3.07,23973062.0
351,Argentina,1971,67.32,South America,3.1,24366442.0
352,Argentina,1972,67.64,South America,3.15,24782950.0
353,Argentina,1973,67.96,South America,3.2,25213388.0
354,Argentina,1974,68.28,South America,3.26,25644505.0
355,Argentina,1975,68.6,South America,3.32,26066975.0
356,Argentina,1976,68.92,South America,3.37,26477153.0
357,Argentina,1977,69.24,South America,3.39,26878567.0
358,Argentina,1978,69.57,South America,3.39,27277742.0
359,Argentina,1979,69.89,South America,3.37,27684530.0
360,Argentina,1980,70.2,South America,3.33,28105889.0
361,Argentina,1981,70.51,South America,3.27,28543366.0
362,Argentina,1982,70.78,South America,3.21,28993989.0
363,Argentina,1983,71.04,South America,3.16,29454739.0
364,Argentina,1984,71.26,South America,3.12,29920907.0
365,Argentina,1985,71.46,South America,3.09,30388781.0
366,Argentina,1986,71.66,South America,3.07,30857242.0
367,Argentina,1987,71.84,South America,3.06,31326473.0
368,Argentina,1988,72.05,South America,3.04,31795515.0
369,Argentina,1989,72.26,South America,3.02,32263559.0
370,Argentina,1990,72.5,South America,2.99,32729740.0
371,Argentina,1991,72.7,South America,2.96,33193920.0
372,Argentina,1992,72.8,South America,2.92,33655149.0
373,Argentina,1993,73.1,South America,2.88,34110912.0
374,Argentina,1994,73.4,South America,2.83,34558114.0
375,Argentina,1995,73.5,South America,2.77,34994818.0
376,Argentina,1996,73.5,South America,2.72,35419683.0
377,Argentina,1997,73.6,South America,2.66,35833965.0
378,Argentina,1998,73.8,South America,2.6,36241578.0
379,Argentina,1999,73.9,South America,2.54,36648054.0
380,Argentina,2000,74.2,South America,2.48,37057453.0
381,Argentina,2001,74.3,South America,2.42,37471535.0
382,Argentina,2002,74.3,South America,2.38,37889443.0
383,Argentina,2003,74.5,South America,2.34,38309475.0
384,Argentina,2004,75.0,South America,2.31,38728778.0
385,Argentina,2005,75.3,South America,2.29,39145491.0
386,Argentina,2006,75.3,South America,2.27,39558750.0
387,Argentina,2007,75.2,South America,2.25,39969903.0
388,Argentina,2008,75.4,South America,2.24,40381860.0
389,Argentina,2009,75.6,South America,2.23,40798641.0
390,Argentina,2010,75.8,South America,2.22,41222875.0
391,Argentina,2011,76.0,South America,2.2,41655616.0
392,Argentina,2012,76.1,South America,2.19,42095224.0
393,Argentina,2013,76.2,South America,2.18,42538304.0
394,Argentina,2014,76.3,South America,2.16,42980026.0
395,Argentina,2015,76.5,South America,2.15,43416755.0
396,Armenia,1950,62.41,Europe,4.53,1353506.0
397,Armenia,1951,62.67,Europe,4.51,1382982.0
398,Armenia,1952,63.13,Europe,4.49,1419913.0
399,Armenia,1953,63.6,Europe,4.48,1463017.0
400,Armenia,1954,64.07,Europe,4.48,1511188.0
401,Armenia,1955,64.54,Europe,4.49,1563508.0
402,Armenia,1956,65.0,Europe,4.51,1619242.0
403,Armenia,1957,65.45,Europe,4.53,1677837.0
404,Armenia,1958,65.92,Europe,4.55,1738902.0
405,Armenia,1959,66.39,Europe,4.56,1802171.0
406,Armenia,1960,66.86,Europe,4.55,1867396.0
407,Armenia,1961,67.33,Europe,4.51,1934239.0
408,Armenia,1962,67.82,Europe,4.44,2002170.0
409,Armenia,1963,68.3,Europe,4.32,2070427.0
410,Armenia,1964,68.78,Europe,4.16,2138133.0
411,Armenia,1965,69.26,Europe,3.98,2204650.0
412,Armenia,1966,69.74,Europe,3.79,2269475.0
413,Armenia,1967,70.22,Europe,3.61,2332624.0
414,Armenia,1968,70.67,Europe,3.45,2394635.0
415,Armenia,1969,71.1,Europe,3.31,2456370.0
416,Armenia,1970,71.47,Europe,3.21,2518408.0
417,Armenia,1971,71.79,Europe,3.12,2580894.0
418,Armenia,1972,72.02,Europe,3.03,2643464.0
419,Armenia,1973,72.19,Europe,2.94,2705584.0
420,Armenia,1974,72.28,Europe,2.85,2766495.0
421,Armenia,1975,72.33,Europe,2.75,2825650.0
422,Armenia,1976,72.38,Europe,2.65,2882831.0
423,Armenia,1977,72.44,Europe,2.56,2938181.0
424,Armenia,1978,72.53,Europe,2.48,2991954.0
425,Armenia,1979,72.63,Europe,2.42,3044564.0
426,Armenia,1980,72.72,Europe,2.39,3096298.0
427,Armenia,1981,72.73,Europe,2.37,3145885.0
428,Armenia,1982,72.64,Europe,2.38,3192877.0
429,Armenia,1983,72.43,Europe,2.41,3239212.0
430,Armenia,1984,72.1,Europe,2.44,3287588.0
431,Armenia,1985,71.7,Europe,2.48,3339147.0
432,Armenia,1986,71.24,Europe,2.52,3396511.0
433,Armenia,1987,70.82,Europe,2.55,3457054.0
434,Armenia,1988,70.46,Europe,2.57,3510439.0
435,Armenia,1989,70.22,Europe,2.57,3542720.0
436,Armenia,1990,70.1,Europe,2.54,3544695.0
437,Armenia,1991,69.7,Europe,2.48,3511912.0
438,Armenia,1992,68.8,Europe,2.4,3449497.0
439,Armenia,1993,68.3,Europe,2.3,3369673.0
440,Armenia,1994,68.6,Europe,2.18,3289943.0
441,Armenia,1995,69.1,Europe,1.8,3223173.0
442,Armenia,1996,69.4,Europe,1.8,3173425.0
443,Armenia,1997,70.0,Europe,1.7,3137652.0
444,Armenia,1998,70.5,Europe,1.5,3112958.0
445,Armenia,1999,70.8,Europe,1.4,3093820.0
446,Armenia,2000,71.3,Europe,1.3,3076098.0
447,Armenia,2001,71.4,Europe,1.2,3060036.0
448,Armenia,2002,71.6,Europe,1.2,3047249.0
449,Armenia,2003,71.5,Europe,1.4,3036420.0
450,Armenia,2004,71.8,Europe,1.4,3025982.0
451,Armenia,2005,71.8,Europe,1.4,3014917.0
452,Armenia,2006,71.7,Europe,1.3,3002161.0
453,Armenia,2007,72.3,Europe,1.4,2988117.0
454,Armenia,2008,72.3,Europe,1.4,2975029.0
455,Armenia,2009,72.6,Europe,1.6,2966108.0
456,Armenia,2010,73.0,Europe,1.55,2963496.0
457,Armenia,2011,73.5,Europe,1.5,2967984.0
458,Armenia,2012,73.9,Europe,1.47,2978339.0
459,Armenia,2013,74.3,Europe,1.44,2992192.0
460,Armenia,2014,74.5,Europe,1.42,3006154.0
461,Armenia,2015,74.7,Europe,1.41,3017712.0
462,Australia,1950,69.01,Australia and Oceania,3.07,8177344.0
463,Australia,1951,68.71,Australia and Oceania,3.06,8417640.0
464,Australia,1952,69.11,Australia and Oceania,3.18,8627052.0
465,Australia,1953,69.69,Australia and Oceania,3.19,8821938.0
466,Australia,1954,69.84,Australia and Oceania,3.19,9014508.0
467,Australia,1955,70.16,Australia and Oceania,3.28,9212824.0
468,Australia,1956,70.03,Australia and Oceania,3.33,9420602.0
469,Australia,1957,70.31,Australia and Oceania,3.42,9637408.0
470,Australia,1958,70.86,Australia and Oceania,3.42,9859257.0
471,Australia,1959,70.43,Australia and Oceania,3.44,10079604.0
472,Australia,1960,70.87,Australia and Oceania,3.45,10292328.0
473,Australia,1961,71.14,Australia and Oceania,3.55,10494911.0
474,Australia,1962,70.91,Australia and Oceania,3.43,10691220.0
475,Australia,1963,70.97,Australia and Oceania,3.34,10892700.0
476,Australia,1964,70.63,Australia and Oceania,3.15,11114995.0
477,Australia,1965,70.96,Australia and Oceania,2.97,11368011.0
478,Australia,1966,70.79,Australia and Oceania,2.89,11657281.0
479,Australia,1967,71.07,Australia and Oceania,2.85,11975795.0
480,Australia,1968,70.7,Australia and Oceania,2.89,12305530.0
481,Australia,1969,71.11,Australia and Oceania,2.89,12621240.0
482,Australia,1970,70.78,Australia and Oceania,2.86,12904760.0
483,Australia,1971,71.38,Australia and Oceania,2.95,13150591.0
484,Australia,1972,71.9,Australia and Oceania,2.74,13364238.0
485,Australia,1973,72.11,Australia and Oceania,2.49,13552190.0
486,Australia,1974,71.86,Australia and Oceania,2.32,13725400.0
487,Australia,1975,72.81,Australia and Oceania,2.15,13892674.0
