,country,year,life expectancy,continent,fertility,total_population
2698,Czech Republic,2008,77.1,Europe,1.43,10397984.0
2699,Czech Republic,2009,77.3,Europe,1.47,10460022.0
2700,Czech Republic,2010,77.5,Europe,1.5,10506617.0
2701,Czech Republic,2011,77.8,Europe,1.53,10533985.0
2702,Czech Republic,2012,78.1,Europe,1.55,10545161.0
2703,Czech Republic,2013,78.3,Europe,1.57,10545314.0
2704,Czech Republic,2014,78.6,Europe,1.58,10542666.0
2705,Czech Republic,2015,78.8,Europe,1.6,10543186.0
2706,Denmark,1950,70.37,Europe,2.58,4268270.0
2707,Denmark,1951,70.97,Europe,2.5,4308324.0
2708,Denmark,1952,70.82,Europe,2.54,4345218.0
2709,Denmark,1953,71.2,Europe,2.6,4379141.0
2710,Denmark,1954,71.4,Europe,2.54,4410435.0
2711,Denmark,1955,71.97,Europe,2.58,4439594.0
2712,Denmark,1956,72.11,Europe,2.59,4467279.0
2713,Denmark,1957,71.87,Europe,2.56,4494306.0
2714,Denmark,1958,72.3,Europe,2.54,4521598.0
2715,Denmark,1959,72.29,Europe,2.49,4550129.0
2716,Denmark,1960,72.28,Europe,2.54,4580708.0
2717,Denmark,1961,72.55,Europe,2.55,4613769.0
2718,Denmark,1962,72.43,Europe,2.54,4649179.0
2719,Denmark,1963,72.52,Europe,2.64,4686155.0
2720,Denmark,1964,72.61,Europe,2.6,4723496.0
2721,Denmark,1965,72.49,Europe,2.61,4760262.0
2722,Denmark,1966,72.57,Europe,2.62,4796157.0
2723,Denmark,1967,73.06,Europe,2.35,4831242.0
2724,Denmark,1968,73.27,Europe,2.12,4865343.0
2725,Denmark,1969,73.36,Europe,2.0,4898350.0
2726,Denmark,1970,73.49,Europe,1.95,4930118.0
2727,Denmark,1971,73.55,Europe,2.04,4960476.0
2728,Denmark,1972,73.59,Europe,2.03,4989146.0
2729,Denmark,1973,73.83,Europe,1.92,5015766.0
2730,Denmark,1974,73.96,Europe,1.9,5039920.0
2731,Denmark,1975,74.24,Europe,1.92,5061289.0
2732,Denmark,1976,73.91,Europe,1.75,5079962.0
2733,Denmark,1977,74.82,Europe,1.66,5095956.0
2734,Denmark,1978,74.59,Europe,1.67,5108836.0
2735,Denmark,1979,74.41,Europe,1.6,5118065.0
2736,Denmark,1980,74.3,Europe,1.55,5123435.0
2737,Denmark,1981,74.44,Europe,1.44,5124807.0
2738,Denmark,1982,74.78,Europe,1.43,5122810.0
2739,Denmark,1983,74.65,Europe,1.38,5118966.0
2740,Denmark,1984,74.81,Europe,1.4,5115308.0
2741,Denmark,1985,74.68,Europe,1.45,5113408.0
2742,Denmark,1986,74.86,Europe,1.48,5113767.0
2743,Denmark,1987,74.97,Europe,1.5,5116351.0
2744,Denmark,1988,75.06,Europe,1.56,5121511.0
2745,Denmark,1989,75.1,Europe,1.62,5129472.0
2746,Denmark,1990,75.1,Europe,1.67,5140332.0
2747,Denmark,1991,75.4,Europe,1.68,5154309.0
2748,Denmark,1992,75.4,Europe,1.76,5171304.0
2749,Denmark,1993,75.4,Europe,1.75,5190631.0
2750,Denmark,1994,75.4,Europe,1.81,5211321.0
2751,Denmark,1995,75.6,Europe,1.81,5232582.0
2752,Denmark,1996,75.9,Europe,1.75,5254383.0
2753,Denmark,1997,76.2,Europe,1.75,5276683.0
2754,Denmark,1998,76.7,Europe,1.72,5298680.0
2755,Denmark,1999,76.3,Europe,1.74,5319410.0
2756,Denmark,2000,77.1,Europe,1.77,5338283.0
2757,Denmark,2001,77.2,Europe,1.75,5354704.0
2758,Denmark,2002,77.2,Europe,1.72,5369058.0
2759,Denmark,2003,77.6,Europe,1.76,5382953.0
2760,Denmark,2004,77.8,Europe,1.78,5398645.0
2761,Denmark,2005,78.3,Europe,1.8,5417692.0
2762,Denmark,2006,78.3,Europe,1.85,5440696.0
2763,Denmark,2007,78.4,Europe,1.85,5466988.0
2764,Denmark,2008,78.9,Europe,1.89,5495302.0
2765,Denmark,2009,79.1,Europe,1.84,5523755.0
2766,Denmark,2010,79.4,Europe,1.88,5550959.0
2767,Denmark,2011,79.9,Europe,1.76,5576577.0
2768,Denmark,2012,80.3,Europe,1.73,5600972.0
2769,Denmark,2013,80.3,Europe,1.88,5624293.0
2770,Denmark,2014,80.3,Europe,1.88,5646899.0
2771,Denmark,2015,80.4,Europe,1.89,5669081.0
2772,Djibouti,1950,41.24,Africa,6.3,62001.0
2773,Djibouti,1951,41.48,Africa,6.3,63309.0
2774,Djibouti,1952,41.89,Africa,6.31,64748.0
2775,Djibouti,1953,42.31,Africa,6.31,66273.0
2776,Djibouti,1954,42.77,Africa,6.32,67877.0
2777,Djibouti,1955,43.23,Africa,6.34,69594.0
2778,Djibouti,1956,43.71,Africa,6.35,71498.0
2779,Djibouti,1957,44.21,Africa,6.38,73703.0
2780,Djibouti,1958,44.73,Africa,6.4,76354.0
2781,Djibouti,1959,45.24,Africa,6.43,79617.0
2782,Djibouti,1960,45.77,Africa,6.46,83636.0
2783,Djibouti,1961,46.28,Africa,6.49,88499.0
2784,Djibouti,1962,46.79,Africa,6.53,94200.0
2785,Djibouti,1963,47.3,Africa,6.56,100622.0
2786,Djibouti,1964,47.8,Africa,6.6,107584.0
2787,Djibouti,1965,48.33,Africa,6.63,114963.0
2788,Djibouti,1966,48.9,Africa,6.67,122868.0
2789,Djibouti,1967,49.53,Africa,6.7,131403.0
2790,Djibouti,1968,50.23,Africa,6.74,140461.0
2791,Djibouti,1969,50.99,Africa,6.77,149891.0
2792,Djibouti,1970,51.75,Africa,6.8,159667.0
2793,Djibouti,1971,52.51,Africa,6.83,169370.0
2794,Djibouti,1972,53.2,Africa,6.84,179212.0
2795,Djibouti,1973,53.83,Africa,6.83,190536.0
2796,Djibouti,1974,54.38,Africa,6.82,205157.0
2797,Djibouti,1975,54.85,Africa,6.78,224182.0
2798,Djibouti,1976,55.29,Africa,6.73,248619.0
2799,Djibouti,1977,55.71,Africa,6.67,277622.0
2800,Djibouti,1978,56.15,Africa,6.6,308213.0
2801,Djibouti,1979,56.61,Africa,6.52,336254.0
2802,Djibouti,1980,57.1,Africa,6.44,358960.0
2803,Djibouti,1981,57.59,Africa,6.37,374683.0
2804,Djibouti,1982,58.08,Africa,6.32,384743.0
2805,Djibouti,1983,58.55,Africa,6.27,392908.0
2806,Djibouti,1984,58.97,Africa,6.24,404589.0
2807,Djibouti,1985,59.38,Africa,6.22,423470.0
2808,Djibouti,1986,59.74,Africa,6.21,451068.0
2809,Djibouti,1987,60.09,Africa,6.19,485565.0
2810,Djibouti,1988,60.42,Africa,6.17,523266.0
2811,Djibouti,1989,60.72,Africa,6.14,558810.0
2812,Djibouti,1990,61.0,Africa,6.09,588356.0
2813,Djibouti,1991,60.7,Africa,6.0,610679.0
2814,Djibouti,1992,60.4,Africa,5.88,627063.0
2815,Djibouti,1993,60.7,Africa,5.73,639215.0
2816,Djibouti,1994,60.0,Africa,5.55,649878.0
2817,Djibouti,1995,60.4,Africa,5.35,661076.0
2818,Djibouti,1996,60.3,Africa,5.15,673202.0
2819,Djibouti,1997,60.1,Africa,4.95,685644.0
2820,Djibouti,1998,60.0,Africa,4.77,698256.0
2821,Djibouti,1999,59.9,Africa,4.61,710652.0
2822,Djibouti,2000,60.0,Africa,4.47,722562.0
2823,Djibouti,2001,60.1,Africa,4.35,734088.0
2824,Djibouti,2002,60.2,Africa,4.25,745459.0
2825,Djibouti,2003,60.3,Africa,4.16,756656.0
2826,Djibouti,2004,60.4,Africa,4.07,767644.0
2827,Djibouti,2005,60.7,Africa,3.99,778406.0
2828,Djibouti,2006,60.7,Africa,3.91,788941.0
2829,Djibouti,2007,61.5,Africa,3.83,799309.0
2830,Djibouti,2008,61.8,Africa,3.76,809639.0
2831,Djibouti,2009,62.1,Africa,3.68,820097.0
2832,Djibouti,2010,62.3,Africa,3.6,830802.0
2833,Djibouti,2011,62.5,Africa,3.53,841802.0
2834,Djibouti,2012,62.8,Africa,3.46,853069.0
2835,Djibouti,2013,63.1,Africa,3.39,864554.0
2836,Djibouti,2014,63.1,Africa,3.32,876174.0
2837,Djibouti,2015,63.8,Africa,3.26,887861.0
2838,Dominican Republic,1950,45.1,North America,7.51,2364650.0
2839,Dominican Republic,1951,45.6,North America,7.54,2438412.0
2840,Dominican Republic,1952,46.5,North America,7.59,2517258.0
2841,Dominican Republic,1953,47.39,North America,7.63,2600801.0
2842,Dominican Republic,1954,48.27,North America,7.66,2688701.0
2843,Dominican Republic,1955,49.15,North America,7.67,2780660.0
2844,Dominican Republic,1956,50.01,North America,7.68,2876431.0
2845,Dominican Republic,1957,50.87,North America,7.67,2975809.0
2846,Dominican Republic,1958,51.71,North America,7.64,3078629.0
2847,Dominican Republic,1959,52.54,North America,7.61,3184754.0
2848,Dominican Republic,1960,53.37,North America,7.56,3294039.0
2849,Dominican Republic,1961,54.17,North America,7.49,3406299.0
2850,Dominican Republic,1962,54.97,North America,7.4,3521276.0
2851,Dominican Republic,1963,55.75,North America,7.3,3638628.0
2852,Dominican Republic,1964,56.52,North America,7.19,3757962.0
2853,Dominican Republic,1965,57.28,North America,7.05,3878952.0
2854,Dominican Republic,1966,58.02,North America,6.9,4001377.0
2855,Dominican Republic,1967,58.75,North America,6.74,4125107.0
2856,Dominican Republic,1968,59.47,North America,6.56,4250026.0
2857,Dominican Republic,1969,60.16,North America,6.38,4376056.0
2858,Dominican Republic,1970,60.83,North America,6.18,4503114.0
2859,Dominican Republic,1971,61.47,North America,5.98,4631114.0
2860,Dominican Republic,1972,62.09,North America,5.78,4759935.0
2861,Dominican Republic,1973,62.67,North America,5.58,4889437.0
2862,Dominican Republic,1974,63.23,North America,5.38,5019471.0
2863,Dominican Republic,1975,63.75,North America,5.19,5149934.0
2864,Dominican Republic,1976,64.25,North America,5.01,5280727.0
2865,Dominican Republic,1977,64.73,North America,4.85,5411867.0
2866,Dominican Republic,1978,65.19,North America,4.69,5543520.0
2867,Dominican Republic,1979,65.65,North America,4.55,5675930.0
2868,Dominican Republic,1980,66.12,North America,4.42,5809271.0
2869,Dominican Republic,1981,66.6,North America,4.3,5943591.0
2870,Dominican Republic,1982,67.11,North America,4.19,6078816.0
2871,Dominican Republic,1983,67.63,North America,4.08,6214857.0
2872,Dominican Republic,1984,68.18,North America,3.98,6351572.0
2873,Dominican Republic,1985,68.75,North America,3.88,6488857.0
2874,Dominican Republic,1986,69.34,North America,3.78,6626544.0
2875,Dominican Republic,1987,69.96,North America,3.7,6764623.0
2876,Dominican Republic,1988,70.58,North America,3.61,6903314.0
2877,Dominican Republic,1989,71.2,North America,3.54,7042940.0
2878,Dominican Republic,1990,71.8,North America,3.47,7183646.0
2879,Dominican Republic,1991,72.2,North America,3.4,7325622.0
2880,Dominican Republic,1992,72.5,North America,3.33,7468551.0
2881,Dominican Republic,1993,72.5,North America,3.26,7611463.0
2882,Dominican Republic,1994,72.5,North America,3.2,7753052.0
2883,Dominican Republic,1995,72.6,North America,3.13,7892420.0
2884,Dominican Republic,1996,72.6,North America,3.07,8029114.0
2885,Dominican Republic,1997,72.9,North America,3.01,8163474.0
2886,Dominican Republic,1998,72.9,North America,2.97,8296375.0
2887,Dominican Republic,1999,73.2,North America,2.93,8429116.0
2888,Dominican Republic,2000,73.3,North America,2.89,8562623.0
2889,Dominican Republic,2001,73.4,North America,2.86,8697127.0
2890,Dominican Republic,2002,73.5,North America,2.84,8832286.0
2891,Dominican Republic,2003,73.5,North America,2.81,8967759.0
2892,Dominican Republic,2004,73.1,North America,2.78,9102997.0
2893,Dominican Republic,2005,73.3,North America,2.75,9237565.0
2894,Dominican Republic,2006,73.5,North America,2.72,9371333.0
2895,Dominican Republic,2007,73.7,North America,2.69,9504336.0
2896,Dominican Republic,2008,74.1,North America,2.65,9636491.0
2897,Dominican Republic,2009,74.3,North America,2.62,9767737.0
2898,Dominican Republic,2010,74.4,North America,2.58,9897983.0
2899,Dominican Republic,2011,74.6,North America,2.55,10027140.0
2900,Dominican Republic,2012,74.7,North America,2.52,10155036.0
2901,Dominican Republic,2013,74.9,North America,2.48,10281408.0
2902,Dominican Republic,2014,75.1,North America,2.45,10405943.0
2903,Dominican Republic,2015,75.3,North America,2.42,10528391.0
2904,Ecuador,1950,47.75,South America,6.69,3470162.0
2905,Ecuador,1951,48.06,South America,6.69,3561154.0
2906,Ecuador,1952,48.64,South America,6.71,3655012.0
2907,Ecuador,1953,49.23,South America,6.72,3752131.0
2908,Ecuador,1954,49.87,South America,6.72,3852857.0
2909,Ecuador,1955,50.54,South America,6.72,3957482.0
2910,Ecuador,1956,51.23,South America,6.72,4066240.0
2911,Ecuador,1957,51.93,South America,6.72,4179314.0
2912,Ecuador,1958,52.65,South America,6.71,4296835.0
2913,Ecuador,1959,53.38,South America,6.7,4418892.0
2914,Ecuador,1960,54.09,South America,6.69,4545548.0
2915,Ecuador,1961,54.77,South America,6.67,4676858.0
2916,Ecuador,1962,55.42,South America,6.65,4812892.0
2917,Ecuador,1963,56.01,South America,6.62,4953735.0
2918,Ecuador,1964,56.53,South America,6.59,5099470.0
2919,Ecuador,1965,57.02,South America,6.55,5250120.0
2920,Ecuador,1966,57.47,South America,6.49,5405692.0
2921,Ecuador,1967,57.89,South America,6.42,5566057.0
2922,Ecuador,1968,58.32,South America,6.34,5730908.0
2923,Ecuador,1969,58.76,South America,6.24,5899842.0
2924,Ecuador,1970,59.21,South America,6.13,6072520.0
2925,Ecuador,1971,59.67,South America,6.01,6248831.0
2926,Ecuador,1972,60.16,South America,5.87,6428707.0
2927,Ecuador,1973,60.67,South America,5.74,6611916.0
2928,Ecuador,1974,61.18,South America,5.59,6798205.0
2929,Ecuador,1975,61.73,South America,5.45,6987393.0
2930,Ecuador,1976,62.3,South America,5.3,7179399.0
2931,Ecuador,1977,62.9,South America,5.16,7374235.0
2932,Ecuador,1978,63.51,South America,5.02,7571953.0
2933,Ecuador,1979,64.16,South America,4.88,7772652.0
2934,Ecuador,1980,64.82,South America,4.74,7976449.0
2935,Ecuador,1981,65.49,South America,4.62,8183194.0
2936,Ecuador,1982,66.17,South America,4.51,8392935.0
2937,Ecuador,1983,66.85,South America,4.4,8606214.0
2938,Ecuador,1984,67.53,South America,4.31,8823746.0
2939,Ecuador,1985,68.18,South America,4.22,9045977.0
2940,Ecuador,1986,68.83,South America,4.13,9272905.0
2941,Ecuador,1987,69.46,South America,4.04,9504132.0
2942,Ecuador,1988,70.06,South America,3.96,9739179.0
2943,Ecuador,1989,70.64,South America,3.86,9977380.0
2944,Ecuador,1990,71.2,South America,3.77,10218085.0
2945,Ecuador,1991,71.4,South America,3.67,10460988.0
2946,Ecuador,1992,71.7,South America,3.58,10705670.0
2947,Ecuador,1993,71.8,South America,3.49,10951200.0
2948,Ecuador,1994,72.2,South America,3.41,11196476.0
2949,Ecuador,1995,72.3,South America,3.34,11440576.0
2950,Ecuador,1996,72.5,South America,3.27,11683480.0
2951,Ecuador,1997,72.7,South America,3.21,11924991.0
2952,Ecuador,1998,72.8,South America,3.16,12163887.0
2953,Ecuador,1999,73.1,South America,3.11,12398691.0
2954,Ecuador,2000,73.2,South America,3.07,12628596.0
2955,Ecuador,2001,73.4,South America,3.03,12852753.0
2956,Ecuador,2002,73.6,South America,2.98,13072056.0
2957,Ecuador,2003,73.7,South America,2.94,13289600.0
2958,Ecuador,2004,73.9,South America,2.9,13509645.0
2959,Ecuador,2005,74.1,South America,2.85,13735232.0
2960,Ecuador,2006,74.3,South America,2.81,13967490.0
2961,Ecuador,2007,74.5,South America,2.77,14205479.0
2962,Ecuador,2008,74.7,South America,2.73,14447600.0
2963,Ecuador,2009,74.9,South America,2.69,14691310.0
2964,Ecuador,2010,75.1,South America,2.66,14934692.0
2965,Ecuador,2011,75.3,South America,2.62,15177280.0
2966,Ecuador,2012,75.5,South America,2.59,15419493.0
2967,Ecuador,2013,75.6,South America,2.56,15661312.0
2968,Ecuador,2014,75.8,South America,2.53,15902916.0
2969,Ecuador,2015,75.9,South America,2.5,16144363.0
2970,Egypt,1950,38.59,Africa,6.59,20897237.0
2971,Egypt,1951,39.32,Africa,6.6,21383393.0
2972,Egypt,1952,40.72,Africa,6.62,21904478.0
2973,Egypt,1953,42.03,Africa,6.64,22458402.0
2974,Egypt,1954,43.22,Africa,6.65,23043035.0
2975,Egypt,1955,44.3,Africa,6.66,23656216.0
2976,Egypt,1956,45.29,Africa,6.66,24295746.0
2977,Egypt,1957,46.17,Africa,6.66,24959391.0
2978,Egypt,1958,46.97,Africa,6.66,25644891.0
2979,Egypt,1959,47.68,Africa,6.65,26349973.0
2980,Egypt,1960,48.31,Africa,6.63,27072397.0
2981,Egypt,1961,48.89,Africa,6.61,27810001.0
2982,Egypt,1962,49.43,Africa,6.57,28560741.0
2983,Egypt,1963,49.94,Africa,6.53,29322709.0
2984,Egypt,1964,50.42,Africa,6.47,30094082.0
2985,Egypt,1965,50.88,Africa,6.41,30872982.0
2986,Egypt,1966,51.29,Africa,6.33,31660914.0
2987,Egypt,1967,51.65,Africa,6.24,32456565.0
2988,Egypt,1968,51.97,Africa,6.14,33252275.0
2989,Egypt,1969,52.25,Africa,6.04,34038147.0
2990,Egypt,1970,52.54,Africa,5.94,34808599.0
2991,Egypt,1971,52.88,Africa,5.85,35561087.0
2992,Egypt,1972,53.31,Africa,5.76,36302154.0
2993,Egypt,1973,53.84,Africa,5.69,37046807.0
2994,Egypt,1974,54.46,Africa,5.63,37815578.0
2995,Egypt,1975,55.17,Africa,5.59,38624410.0
2996,Egypt,1976,55.93,Africa,5.55,39478585.0
2997,Egypt,1977,56.69,Africa,5.51,40377668.0
2998,Egypt,1978,57.45,Africa,5.47,41324806.0
2999,Egypt,1979,58.16,Africa,5.42,42321740.0
3000,Egypt,1980,58.85,Africa,5.37,43369552.0
3001,Egypt,1981,59.52,Africa,5.31,44465918.0
3002,Egypt,1982,60.21,Africa,5.25,45610430.0
3003,Egypt,1983,60.93,Africa,5.19,46807221.0
3004,Egypt,1984,61.65,Africa,5.12,48061546.0
3005,Egypt,1985,62.38,Africa,5.05,49373806.0
3006,Egypt,1986,63.07,Africa,4.95,50748187.0
3007,Egypt,1987,63.7,Africa,4.83,52173840.0
3008,Egypt,1988,64.27,Africa,4.68,53617678.0
3009,Egypt,1989,64.76,Africa,4.52,55035937.0
3010,Egypt,1990,65.2,Africa,4.35,56397273.0
3011,Egypt,1991,65.4,Africa,4.18,57689828.0
3012,Egypt,1992,66.1,Africa,4.02,58922018.0
3013,Egypt,1993,66.4,Africa,3.88,60108373.0
3014,Egypt,1994,66.7,Africa,3.76,61272847.0
3015,Egypt,1995,67.4,Africa,3.66,62434527.0
3016,Egypt,1996,67.9,Africa,3.58,63595629.0
3017,Egypt,1997,68.2,Africa,3.51,64754566.0
3018,Egypt,1998,68.6,Africa,3.44,65922626.0
3019,Egypt,1999,69.0,Africa,3.37,67112877.0
3020,Egypt,2000,69.7,Africa,3.31,68334905.0
3021,Egypt,2001,69.7,Africa,3.24,69599945.0
3022,Egypt,2002,69.8,Africa,3.18,70908710.0
3023,Egypt,2003,69.8,Africa,3.13,72247626.0
3024,Egypt,2004,69.9,Africa,3.09,73596068.0
3025,Egypt,2005,70.1,Africa,3.05,74942115.0
3026,Egypt,2006,70.1,Africa,3.02,76274285.0
3027,Egypt,2007,70.3,Africa,2.99,77605327.0
3028,Egypt,2008,70.2,Africa,2.95,78976122.0
3029,Egypt,2009,70.1,Africa,2.92,80442443.0
3030,Egypt,2010,70.1,Africa,2.88,82040994.0
3031,Egypt,2011,70.4,Africa,2.85,83787634.0
3032,Egypt,2012,70.5,Africa,2.81,85660902.0
3033,Egypt,2013,71.0,Africa,2.77,87613909.0
3034,Egypt,2014,71.3,Africa,2.73,89579670.0
3035,Egypt,2015,71.5,Africa,2.7,91508084.0
3036,El Salvador,1950,43.62,North America,6.16,2199897.0
3037,El Salvador,1951,44.11,North America,6.19,2236577.0
3038,El Salvador,1952,45.06,North America,6.27,2278305.0
3039,El Salvador,1953,45.99,North America,6.33,2324558.0
3040,El Salvador,1954,46.9,North America,6.4,2374972.0
3041,El Salvador,1955,47.8,North America,6.47,2429331.0
3042,El Salvador,1956,48.68,North America,6.53,2487582.0
3043,El Salvador,1957,49.55,North America,6.59,2549823.0
3044,El Salvador,1958,50.39,North America,6.65,2616276.0
3045,El Salvador,1959,51.22,North America,6.69,2687229.0
3046,El Salvador,1960,52.02,North America,6.73,2762897.0
3047,El Salvador,1961,52.77,North America,6.75,2843246.0
3048,El Salvador,1962,53.5,North America,6.75,2927861.0
3049,El Salvador,1963,54.18,North America,6.74,3015885.0
3050,El Salvador,1964,54.81,North America,6.7,3106186.0
3051,El Salvador,1965,55.4,North America,6.64,3197865.0
3052,El Salvador,1966,55.93,North America,6.57,3290397.0
3053,El Salvador,1967,56.41,North America,6.49,3383674.0
3054,El Salvador,1968,56.84,North America,6.4,3477702.0
3055,El Salvador,1969,57.24,North America,6.3,3572667.0
3056,El Salvador,1970,57.57,North America,6.2,3668592.0
3057,El Salvador,1971,57.85,North America,6.11,3765252.0
3058,El Salvador,1972,58.07,North America,6.01,3862132.0
3059,El Salvador,1973,58.22,North America,5.91,3958616.0
3060,El Salvador,1974,58.33,North America,5.82,4053958.0
3061,El Salvador,1975,58.36,North America,5.72,4147525.0
3062,El Salvador,1976,58.33,North America,5.62,4239205.0
3063,El Salvador,1977,58.22,North America,5.51,4328817.0
3064,El Salvador,1978,58.09,North America,5.39,4415625.0
3065,El Salvador,1979,57.98,North America,5.27,4498757.0
3066,El Salvador,1980,57.96,North America,5.14,4577683.0
3067,El Salvador,1981,58.13,North America,5.0,4652058.0
3068,El Salvador,1982,58.53,North America,4.87,4722272.0
3069,El Salvador,1983,59.19,North America,4.74,4789472.0
3070,El Salvador,1984,60.11,North America,4.61,4855280.0
3071,El Salvador,1985,61.24,North America,4.49,4920932.0
3072,El Salvador,1986,62.54,North America,4.37,4986528.0
3073,El Salvador,1987,63.91,North America,4.26,5051885.0
3074,El Salvador,1988,65.28,North America,4.15,5117577.0
3075,El Salvador,1989,66.55,North America,4.05,5184221.0
3076,El Salvador,1990,67.7,North America,3.95,5252082.0
3077,El Salvador,1991,68.1,North America,3.86,5321576.0
3078,El Salvador,1992,68.9,North America,3.78,5392142.0
3079,El Salvador,1993,69.3,North America,3.7,5461834.0
3080,El Salvador,1994,69.6,North America,3.61,5528012.0
3081,El Salvador,1995,70.0,North America,3.53,5588743.0
3082,El Salvador,1996,70.3,North America,3.43,5643363.0
3083,El Salvador,1997,70.8,North America,3.32,5692300.0
3084,El Salvador,1998,71.0,North America,3.2,5736075.0
3085,El Salvador,1999,71.6,North America,3.07,5775660.0
3086,El Salvador,2000,71.9,North America,2.93,5811836.0
3087,El Salvador,2001,71.7,North America,2.8,5844738.0
3088,El Salvador,2002,72.5,North America,2.68,5874301.0
3089,El Salvador,2003,72.6,North America,2.58,5900929.0
3090,El Salvador,2004,72.8,North America,2.5,5925089.0
3091,El Salvador,2005,73.0,North America,2.43,5947206.0
3092,El Salvador,2006,73.3,North America,2.39,5967556.0
3093,El Salvador,2007,73.5,North America,2.35,5986414.0
3094,El Salvador,2008,73.7,North America,2.32,6004199.0
3095,El Salvador,2009,73.8,North America,2.29,6021368.0
3096,El Salvador,2010,74.1,North America,2.26,6038306.0
3097,El Salvador,2011,74.3,North America,2.24,6055208.0
3098,El Salvador,2012,74.5,North America,2.21,6072233.0
3099,El Salvador,2013,74.6,North America,2.18,6089644.0
3100,El Salvador,2014,74.8,North America,2.16,6107706.0
3101,El Salvador,2015,74.9,North America,2.14,6126583.0
3102,Equatorial Guinea,1950,34.35,Africa,5.51,225536.0
3103,Equatorial Guinea,1951,34.55,Africa,5.5,230057.0
3104,Equatorial Guinea,1952,34.9,Africa,5.5,232757.0
3105,Equatorial Guinea,1953,35.25,Africa,5.5,234512.0
3106,Equatorial Guinea,1954,35.59,Africa,5.5,235993.0
3107,Equatorial Guinea,1955,35.95,Africa,5.5,237676.0
3108,Equatorial Guinea,1956,36.3,Africa,5.5,239826.0
3109,Equatorial Guinea,1957,36.65,Africa,5.5,242509.0
3110,Equatorial Guinea,1958,36.99,Africa,5.5,245617.0
3111,Equatorial Guinea,1959,37.34,Africa,5.5,248905.0
3112,Equatorial Guinea,1960,37.69,Africa,5.51,252115.0
3113,Equatorial Guinea,1961,38.04,Africa,5.52,255100.0
3114,Equatorial Guinea,1962,38.38,Africa,5.53,257940.0
3115,Equatorial Guinea,1963,38.73,Africa,5.55,260990.0
3116,Equatorial Guinea,1964,39.08,Africa,5.57,264743.0
3117,Equatorial Guinea,1965,39.44,Africa,5.6,269427.0
3118,Equatorial Guinea,1966,39.78,Africa,5.62,275470.0
3119,Equatorial Guinea,1967,40.13,Africa,5.64,282445.0
3120,Equatorial Guinea,1968,40.48,Africa,5.66,288701.0
3121,Equatorial Guinea,1969,40.82,Africa,5.67,292014.0
3122,Equatorial Guinea,1970,41.17,Africa,5.68,290905.0
3123,Equatorial Guinea,1971,41.52,Africa,5.68,284915.0
3124,Equatorial Guinea,1972,41.87,Africa,5.68,274906.0
3125,Equatorial Guinea,1973,42.21,Africa,5.68,262399.0
3126,Equatorial Guinea,1974,42.56,Africa,5.68,249587.0
3127,Equatorial Guinea,1975,42.91,Africa,5.67,238240.0
3128,Equatorial Guinea,1976,43.28,Africa,5.68,228491.0
3129,Equatorial Guinea,1977,43.65,Africa,5.68,220352.0
3130,Equatorial Guinea,1978,44.04,Africa,5.69,215284.0
3131,Equatorial Guinea,1979,44.44,Africa,5.71,215014.0
3132,Equatorial Guinea,1980,44.85,Africa,5.73,220605.0
3133,Equatorial Guinea,1981,45.26,Africa,5.75,232934.0
3134,Equatorial Guinea,1982,45.69,Africa,5.78,251301.0
3135,Equatorial Guinea,1983,46.11,Africa,5.8,273199.0
3136,Equatorial Guinea,1984,46.52,Africa,5.83,295090.0
3137,Equatorial Guinea,1985,46.92,Africa,5.85,314407.0
3138,Equatorial Guinea,1986,47.33,Africa,5.87,330247.0
3139,Equatorial Guinea,1987,47.73,Africa,5.88,343290.0
3140,Equatorial Guinea,1988,48.14,Africa,5.89,354488.0
3141,Equatorial Guinea,1989,48.52,Africa,5.9,365451.0
3142,Equatorial Guinea,1990,48.9,Africa,5.9,377363.0
3143,Equatorial Guinea,1991,48.7,Africa,5.9,390381.0
3144,Equatorial Guinea,1992,48.7,Africa,5.9,404081.0
3145,Equatorial Guinea,1993,48.6,Africa,5.9,418409.0
3146,Equatorial Guinea,1994,48.5,Africa,5.9,433197.0
3147,Equatorial Guinea,1995,48.5,Africa,5.9,448332.0
3148,Equatorial Guinea,1996,48.9,Africa,5.89,463844.0
3149,Equatorial Guinea,1997,50.3,Africa,5.87,479836.0
3150,Equatorial Guinea,1998,51.2,Africa,5.85,496330.0
3151,Equatorial Guinea,1999,52.0,Africa,5.81,513347.0
3152,Equatorial Guinea,2000,52.9,Africa,5.77,530896.0
3153,Equatorial Guinea,2001,54.0,Africa,5.73,549007.0
3154,Equatorial Guinea,2002,54.9,Africa,5.68,567664.0
3155,Equatorial Guinea,2003,55.3,Africa,5.63,586772.0
3156,Equatorial Guinea,2004,55.9,Africa,5.57,606201.0
3157,Equatorial Guinea,2005,56.0,Africa,5.52,625866.0
3158,Equatorial Guinea,2006,56.8,Africa,5.46,645718.0
3159,Equatorial Guinea,2007,57.1,Africa,5.39,665798.0
3160,Equatorial Guinea,2008,57.5,Africa,5.31,686223.0
3161,Equatorial Guinea,2009,58.0,Africa,5.23,707155.0
3162,Equatorial Guinea,2010,58.6,Africa,5.14,728710.0
3163,Equatorial Guinea,2011,58.7,Africa,5.04,750918.0
3164,Equatorial Guinea,2012,59.4,Africa,4.95,773729.0
3165,Equatorial Guinea,2013,60.5,Africa,4.85,797082.0
